Date,month,TV,NP,TV_1,TV_2,TV_3,sales
2017-01-04,1,1248.393087475635,518.0321492471547,1215.9784396317687,1435.1013733292475,1418.7655430956465,1919.0406723887565
2017-01-05,1,1246.9289809510587,517.0733417814017,1248.393087475635,1215.9784396317687,1435.1013733292475,2062.9928035575285
2017-01-06,1,1116.338666786853,0.0,1246.9289809510587,1248.393087475635,1215.9784396317687,1760.4643945005873
2017-01-07,1,1264.3896018844991,527.2705835355177,1116.338666786853,1246.9289809510587,1248.393087475635,1966.5035600203694
2017-01-08,1,1293.7149016968822,505.3524520714265,1264.3896018844991,1116.338666786853,1246.9289809510587,1873.3431437839074
2017-01-09,1,1178.2077195744353,0.0,1293.7149016968822,1264.3896018844991,1116.338666786853,1799.8419924051777
2017-01-10,1,1270.3103773227995,0.0,1178.2077195744353,1293.7149016968822,1264.3896018844991,1723.57546856385
2017-01-11,1,0.0,0.0,1270.3103773227995,1178.2077195744353,1293.7149016968822,1398.1528312951398
2017-01-12,1,1216.5523510946612,534.7739288458981,0.0,1270.3103773227995,1178.2077195744353,1663.189436836802
2017-01-13,1,1279.862684255461,511.20898179111094,1216.5523510946612,0.0,1270.3103773227995,1656.161468271176
2017-01-14,1,1245.1848069415832,0.0,1279.862684255461,1216.5523510946612,0.0,1499.9648044058881
2017-01-15,1,1306.5542803689332,519.2815231343591,1245.1848069415832,1279.862684255461,1216.5523510946612,1972.3822911937343
2017-01-16,1,1246.6240823767957,531.0129485969467,1306.5542803689332,1245.1848069415832,1279.862684255461,1933.5680242960368
2017-01-17,1,1117.0221448443556,517.8266632374703,1246.6240823767957,1306.5542803689332,1245.1848069415832,1976.380796338269
2017-01-18,1,1310.7916821354409,506.3810907606496,1117.0221448443556,1246.6240823767957,1306.5542803689332,2103.1831469290646
2017-01-19,1,1156.6731718843923,529.8616979085299,1310.7916821354409,1117.0221448443556,1246.6240823767957,1882.2227345995668
2017-01-20,1,1381.1246951337241,0.0,1156.6731718843923,1310.7916821354409,1117.0221448443556,1740.2604332111716
2017-01-21,1,1211.3959978086716,0.0,1381.1246951337241,1156.6731718843923,1310.7916821354409,1762.4396143085703
2017-01-22,1,1191.2261145526704,503.90831024145376,1211.3959978086716,1381.1246951337241,1156.6731718843923,1983.3759025018117
2017-01-23,1,1371.6544112754902,0.0,1191.2261145526704,1211.3959978086716,1381.1246951337241,1685.4381593485894
2017-01-24,1,1115.507952099826,0.0,1371.6544112754902,1191.2261145526704,1211.3959978086716,1708.0366951494207
2017-01-25,1,1208.8369176708784,513.776285110656,1115.507952099826,1371.6544112754902,1191.2261145526704,1975.2720723042758
2017-01-26,1,1286.3643676106092,0.0,1208.8369176708784,1115.507952099826,1371.6544112754902,1759.29884388077
2017-01-27,1,1200.690914009857,536.5830197779333,1286.3643676106092,1208.8369176708784,1115.507952099826,1957.1298509764608
2017-01-28,1,1209.8295601016603,536.4920734899399,1200.690914009857,1286.3643676106092,1208.8369176708784,1931.880689668018
2017-01-29,1,1184.8195374360546,0.0,1209.8295601016603,1200.690914009857,1286.3643676106092,1737.6538416433887
2017-01-30,1,1210.0334539179403,0.0,1184.8195374360546,1209.8295601016603,1200.690914009857,1698.7890689484148
2017-01-31,1,0.0,0.0,1210.0334539179403,1184.8195374360546,1209.8295601016603,1394.5184111407898
2018-01-01,1,1259.499648071355,551.4434436677354,0.0,1210.0334539179403,1184.8195374360546,1779.618638971058
2018-01-02,1,1243.5451640064334,0.0,1259.499648071355,0.0,1210.0334539179403,1537.8357187851138
2018-01-03,1,1119.1317414786424,0.0,1243.5451640064334,1259.499648071355,0.0,1561.4198233049658
2018-01-04,1,1239.8002708386668,521.2080276485467,1119.1317414786424,1243.5451640064334,1259.499648071355,1888.993831622906
2018-01-05,1,1142.3852015560503,0.0,1239.8002708386668,1119.1317414786424,1243.5451640064334,1780.6025349701404
2018-01-06,1,1407.9170748583153,0.0,1142.3852015560503,1239.8002708386668,1119.1317414786424,1718.0257164366699
2018-01-07,1,1290.335595974767,556.2926395001055,1407.9170748583153,1142.3852015560503,1239.8002708386668,1971.0784021491972
2018-01-08,1,1153.7523259971847,0.0,1290.335595974767,1407.9170748583153,1142.3852015560503,1743.1476831471189
2018-01-09,1,1174.722225096119,0.0,1153.7523259971847,1290.335595974767,1407.9170748583153,1769.7746190719438
2018-01-10,1,1160.8146609494336,0.0,1174.722225096119,1153.7523259971847,1290.335595974767,1740.991442832843
2018-01-11,1,1162.082890789981,0.0,1160.8146609494336,1174.722225096119,1153.7523259971847,1746.6574108596908
2018-01-12,1,1202.4709951479558,0.0,1162.082890789981,1160.8146609494336,1174.722225096119,1735.4686688011084
2018-01-13,1,1166.4059422124708,0.0,1202.4709951479558,1162.082890789981,1160.8146609494336,1710.2019507397806
2018-01-14,1,1193.975878142376,0.0,1166.4059422124708,1202.4709951479558,1162.082890789981,1688.851055813894
2018-01-15,1,0.0,507.1820054699202,1193.975878142376,1166.4059422124708,1202.4709951479558,1571.1168756365712
2018-01-16,1,1233.324593331537,0.0,0.0,1193.975878142376,1166.4059422124708,1497.4707869250758
2018-01-17,1,0.0,0.0,1233.324593331537,0.0,1193.975878142376,1184.0861951989918
2018-01-18,1,1143.2810774033314,0.0,0.0,1233.324593331537,0.0,1229.4614913545997
2018-01-19,1,0.0,517.2741209902155,1143.2810774033314,0.0,1233.324593331537,1349.893582702324
2018-01-20,1,1203.4425049526192,581.0522728536205,0.0,1143.2810774033314,0.0,1512.3864342745705
2018-01-21,1,1225.3506601016322,0.0,1203.4425049526192,0.0,1143.2810774033314,1505.9032204794385
2018-01-22,1,1263.940726499982,0.0,1225.3506601016322,1203.4425049526192,0.0,1559.0411726895536
2018-01-23,1,1467.3112240635892,0.0,1263.940726499982,1225.3506601016322,1203.4425049526192,1754.458910404077
2018-01-24,1,1176.116224879017,541.9409690425317,1467.3112240635892,1263.940726499982,1225.3506601016322,1938.9065957034943
2018-01-25,1,1300.6408078123272,517.6233761174512,1176.116224879017,1467.3112240635892,1263.940726499982,1979.2462720753783
2018-01-26,1,1152.0588798392423,0.0,1300.6408078123272,1176.116224879017,1467.3112240635892,1818.2528788894415
2018-01-27,1,1200.6349540940664,0.0,1152.0588798392423,1300.6408078123272,1176.116224879017,1709.7199430729925
2018-01-28,1,1271.5189382230478,0.0,1200.6349540940664,1152.0588798392423,1300.6408078123272,1756.2374100223797
2018-01-29,1,0.0,0.0,1271.5189382230478,1200.6349540940664,1152.0588798392423,1430.3545631316424
2018-01-30,1,1338.2090910277707,0.0,0.0,1271.5189382230478,1200.6349540940664,1430.603049841883
2018-01-31,1,1194.6451275198326,584.9361328088723,1338.2090910277707,0.0,1271.5189382230478,1670.9332744983162
2019-01-01,1,1267.6507113382788,0.0,1194.6451275198326,1338.2090910277707,0.0,1648.0137659009652
2019-01-02,1,1146.717881170868,575.4336089435701,1267.6507113382788,1194.6451275198326,1338.2090910277707,1918.98864604916
2019-01-03,1,1327.5938722125197,0.0,1146.717881170868,1267.6507113382788,1194.6451275198326,1727.6120374071663
2019-01-04,1,1191.5095441579722,518.6357309648744,1327.5938722125197,1146.717881170868,1267.6507113382788,1915.574754521037
2019-01-05,1,1197.2242666658854,0.0,1191.5095441579722,1327.5938722125197,1146.717881170868,1826.780884468706
2019-01-06,1,1188.0428849550196,0.0,1197.2242666658854,1191.5095441579722,1327.5938722125197,1732.8178963572384
2019-01-07,1,1214.3050033493903,0.0,1188.0428849550196,1197.2242666658854,1191.5095441579722,1749.1887637908085
2019-01-08,1,1138.5286790073758,580.4096099984401,1214.3050033493903,1188.0428849550196,1197.2242666658854,2012.0405608020728
2019-01-09,1,1190.7853309973511,501.024166893595,1138.5286790073758,1214.3050033493903,1188.0428849550196,1918.9742057062647
2019-01-10,1,0.0,508.9246923242597,1190.7853309973511,1138.5286790073758,1214.3050033493903,1544.4781276175597
2019-01-11,1,1328.8734326727053,534.6961177360456,0.0,1190.7853309973511,1138.5286790073758,1632.4303753764143
2019-01-12,1,1178.7278876944079,0.0,1328.8734326727053,0.0,1190.7853309973511,1528.62507488559
2019-01-13,1,1312.3312264300143,510.6979592695827,1178.7278876944079,1328.8734326727053,0.0,1804.944550296839
2019-01-14,1,1242.7127458366363,0.0,1312.3312264300143,1178.7278876944079,1328.8734326727053,1713.470558543703
2019-01-15,1,0.0,0.0,1242.7127458366363,1312.3312264300143,1178.7278876944079,1385.3777655180475
2019-01-16,1,1298.0653914948111,507.6105361048477,0.0,1242.7127458366363,1312.3312264300143,1718.305258551241
2019-01-17,1,1192.693450674053,0.0,1298.0653914948111,0.0,1242.7127458366363,1517.8650032414434
2019-01-18,1,1238.755869012435,0.0,1192.693450674053,1298.0653914948111,0.0,1620.9979979996397
2019-01-19,1,1472.5196783366591,0.0,1238.755869012435,1192.693450674053,1298.0653914948111,1897.0640806484707
2019-01-20,1,1334.0462704838292,0.0,1472.5196783366591,1238.755869012435,1192.693450674053,1715.305435320992
2019-01-21,1,1221.83888914596,502.40999958175,1334.0462704838292,1472.5196783366591,1238.755869012435,1992.2705367735239
2019-01-22,1,1154.077131306965,0.0,1221.83888914596,1334.0462704838292,1472.5196783366591,1679.8546808595263
2019-01-23,1,1298.5547161081997,0.0,1154.077131306965,1221.83888914596,1334.0462704838292,1763.9362491793054
2019-01-24,1,1234.2756498514548,0.0,1298.5547161081997,1154.077131306965,1221.83888914596,1644.7916954001832
2019-01-25,1,1195.1734074888566,0.0,1234.2756498514548,1298.5547161081997,1154.077131306965,1745.2470137103376
2019-01-26,1,1331.600567167338,550.4933845131596,1195.1734074888566,1234.2756498514548,1298.5547161081997,1930.2890913098051
2019-01-27,1,1183.3825792744703,0.0,1331.600567167338,1195.1734074888566,1234.2756498514548,1811.0507368126289
2019-01-28,1,1286.1519586659963,0.0,1183.3825792744703,1331.600567167338,1195.1734074888566,1835.125334887327
2019-01-29,1,1178.3310943440883,0.0,1286.1519586659963,1183.3825792744703,1331.600567167338,1789.9428711416003
2019-01-30,1,1265.907806199276,514.2018973292843,1178.3310943440883,1286.1519586659963,1183.3825792744703,1901.0799895255761
2019-01-31,1,0.0,535.1452300441445,1265.907806199276,1178.3310943440883,1286.1519586659963,1602.925743258573
2017-02-01,2,1178.1140162059503,504.6572425567801,0.0,1265.907806199276,1178.3310943440883,1669.7259545167003
2017-02-02,2,1150.4652874418086,0.0,1178.1140162059503,0.0,1265.907806199276,1473.3220186065423
2017-02-03,2,1370.1229659406176,502.66715993938766,1150.4652874418086,1178.1140162059503,0.0,1776.9096417826322
2017-02-04,2,1391.8508419235677,0.0,1370.1229659406176,1150.4652874418086,1178.1140162059503,1765.1400786871498
2017-02-05,2,1325.365766813862,513.1152998636605,1391.8508419235677,1370.1229659406176,1150.4652874418086,1959.9329725274542
2017-02-06,2,1381.0915828529455,547.9638769647216,1325.365766813862,1391.8508419235677,1370.1229659406176,2001.5096524241028
2017-02-07,2,1210.3365236655768,0.0,1381.0915828529455,1325.365766813862,1391.8508419235677,1812.7057576730388
2017-02-08,2,1303.3965408350862,0.0,1210.3365236655768,1381.0915828529455,1325.365766813862,1754.275128042576
2017-02-09,2,1183.6238746269667,530.5322492961615,1303.3965408350862,1210.3365236655768,1381.0915828529455,1996.3178372762059
2017-02-10,2,1335.3470995435814,0.0,1183.6238746269667,1303.3965408350862,1210.3365236655768,1736.327743165849
2017-02-11,2,1458.147457136815,556.5828888713596,1335.3470995435814,1183.6238746269667,1303.3965408350862,2051.8551917296318
2017-02-12,2,1190.9485751796306,566.0877688464602,1458.147457136815,1335.3470995435814,1183.6238746269667,1960.2286605723755
2017-02-13,2,1355.9889524913958,0.0,1190.9485751796306,1458.147457136815,1335.3470995435814,1781.291202211351
2017-02-14,2,1325.926724210079,0.0,1355.9889524913958,1190.9485751796306,1458.147457136815,1824.6895466873307
2017-02-15,2,1270.627654594734,0.0,1325.926724210079,1355.9889524913958,1190.9485751796306,1757.8182844353441
2017-02-16,2,1234.1157408028585,536.0218908110185,1270.627654594734,1325.926724210079,1355.9889524913958,1974.2012560635756
2017-02-17,2,1310.2055317235474,515.21171081741,1234.1157408028585,1270.627654594734,1325.926724210079,1979.2588437609822
2017-02-18,2,1255.7166723911646,0.0,1310.2055317235474,1234.1157408028585,1270.627654594734,1920.720207232656
2017-02-19,2,1304.365497524957,547.4775906235925,1255.7166723911646,1310.2055317235474,1234.1157408028585,1927.2285955565253
2017-02-20,2,1286.9912804637186,0.0,1304.365497524957,1255.7166723911646,1310.2055317235474,1771.8287460836027
2017-02-21,2,1123.466900931538,545.9225501631147,1286.9912804637186,1304.365497524957,1255.7166723911646,1946.1233394635087
2017-02-22,2,1414.9143724216053,584.3229730536847,1123.466900931538,1286.9912804637186,1304.365497524957,2004.8588410608938
2017-02-23,2,1387.191299263599,538.2818871502582,1414.9143724216053,1123.466900931538,1286.9912804637186,1881.7325050379495
2017-02-24,2,1289.274480138997,0.0,1387.191299263599,1414.9143724216053,1123.466900931538,1748.0576935078827
2017-02-25,2,1391.8034244553758,540.8827663030582,1289.274480138997,1387.191299263599,1414.9143724216053,1960.4307310694605
2017-02-26,2,1253.56799468861,547.0956992500819,1391.8034244553758,1289.274480138997,1387.191299263599,1871.6041025792786
2017-02-27,2,1284.1277110634683,0.0,1253.56799468861,1391.8034244553758,1289.274480138997,1806.3665702518106
2017-02-28,2,1489.526287097029,0.0,1284.1277110634683,1253.56799468861,1391.8034244553758,1842.4943414580703
2018-02-01,2,1179.5536114041552,616.7273566414402,1489.526287097029,1284.1277110634683,1253.56799468861,2038.8330333324875
2018-02-02,2,1439.8964848105845,0.0,1179.5536114041552,1489.526287097029,1284.1277110634683,1743.494881786153
2018-02-03,2,1385.050752520547,513.7115502623898,1439.8964848105845,1179.5536114041552,1489.526287097029,1990.7623030749176
2018-02-04,2,1212.3142082717036,0.0,1385.050752520547,1439.8964848105845,1179.5536114041552,1793.0710611962552
2018-02-05,2,1325.967285536924,573.2320418475367,1212.3142082717036,1385.050752520547,1439.8964848105845,1984.3788444265826
2018-02-06,2,1219.9751069142603,0.0,1325.967285536924,1212.3142082717036,1385.050752520547,1798.3152769857672
2018-02-07,2,1324.0540261279496,0.0,1219.9751069142603,1325.967285536924,1212.3142082717036,1792.1765115877736
2018-02-08,2,0.0,538.1188559939503,1324.0540261279496,1219.9751069142603,1325.967285536924,1588.3020336819677
2018-02-09,2,1274.0277252052492,561.0376563917691,0.0,1324.0540261279496,1219.9751069142603,1614.4553944856652
2018-02-10,2,1202.1603786697262,552.3450932356131,1274.0277252052492,0.0,1324.0540261279496,1668.9625659413114
2018-02-11,2,1160.631699201838,528.4102911315284,1202.1603786697262,1274.0277252052492,0.0,1722.6140336388735
2018-02-12,2,1361.5024270292759,0.0,1160.631699201838,1202.1603786697262,1274.0277252052492,1722.5430002174078
2018-02-13,2,1312.335721015881,537.7459867392712,1361.5024270292759,1160.631699201838,1202.1603786697262,1993.8567540320653
2018-02-14,2,1322.7380214470504,589.9108034206648,1312.335721015881,1361.5024270292759,1160.631699201838,1930.5938389304229
2018-02-15,2,1174.3228033671123,591.987383958518,1322.7380214470504,1312.335721015881,1361.5024270292759,1962.5179093313443
2018-02-16,2,1227.6282779612454,504.9482272243013,1174.3228033671123,1322.7380214470504,1312.335721015881,1990.0408155380374
2018-02-17,2,1266.1133547912834,0.0,1227.6282779612454,1174.3228033671123,1322.7380214470504,1794.2303183423835
2018-02-18,2,1215.3648499157312,507.00796269629024,1266.1133547912834,1227.6282779612454,1174.3228033671123,1944.4791174545426
2018-02-19,2,1284.4308590647618,501.8070113719479,1215.3648499157312,1266.1133547912834,1227.6282779612454,1980.6244417698776
2018-02-20,2,1300.0578058991443,515.5490510888012,1284.4308590647618,1215.3648499157312,1266.1133547912834,1875.0926415628135
2018-02-21,2,1162.4212551054225,0.0,1300.0578058991443,1284.4308590647618,1215.3648499157312,1782.3143729604956
2018-02-22,2,0.0,551.2476880131123,1162.4212551054225,1300.0578058991443,1284.4308590647618,1606.6768606012538
2018-02-23,2,1182.7185211927706,542.0131414275949,0.0,1162.4212551054225,1300.0578058991443,1633.3865264615906
2018-02-24,2,1329.624387914172,502.20239852918763,1182.7185211927706,0.0,1162.4212551054225,1661.3606806345133
2018-02-25,2,1194.2555948993545,529.5247882411714,1329.624387914172,1182.7185211927706,0.0,1835.2801352675713
2018-02-26,2,1282.4336169942121,534.1447746531281,1194.2555948993545,1329.624387914172,1182.7185211927706,1925.1160071289994
2018-02-27,2,1220.0047315017014,0.0,1282.4336169942121,1194.2555948993545,1329.624387914172,1825.2817109006219
2018-02-28,2,1267.522855600082,575.0684637584047,1220.0047315017014,1282.4336169942121,1194.2555948993545,1909.5189409631366
2019-02-01,2,1196.0463058502185,526.6993902984807,1267.522855600082,1220.0047315017014,1282.4336169942121,1982.852767522941
2019-02-02,2,1151.6660903159252,569.5169302119223,1196.0463058502185,1267.522855600082,1220.0047315017014,1878.6777608076347
2019-02-03,2,1348.027133803031,531.49416167505,1151.6660903159252,1196.0463058502185,1267.522855600082,2010.3576188126012
2019-02-04,2,0.0,0.0,1348.027133803031,1151.6660903159252,1196.0463058502185,1410.1049295580272
2019-02-05,2,1258.9346025082568,0.0,0.0,1348.027133803031,1151.6660903159252,1312.1433570625359
2019-02-06,2,0.0,533.2277926984423,1258.9346025082568,0.0,1348.027133803031,1349.9877519987563
2019-02-07,2,1535.780144265299,527.4575229818968,0.0,1258.9346025082568,0.0,1492.6831863237953
2019-02-08,2,1257.694647382563,0.0,1535.780144265299,0.0,1258.9346025082568,1553.5088513399796
2019-02-09,2,1205.194309504949,0.0,1257.694647382563,1535.780144265299,0.0,1538.807591304871
2019-02-10,2,1245.0600026439743,610.5595622362337,1205.194309504949,1257.694647382563,1535.780144265299,2027.0295237532196
2019-02-11,2,1285.694996569611,554.4517550444543,1245.0600026439743,1205.194309504949,1257.694647382563,1974.6747429172688
2019-02-12,2,1269.3532526936415,0.0,1285.694996569611,1245.0600026439743,1205.194309504949,1780.0884761402735
2019-02-13,2,1272.4328419005983,505.6292989082441,1269.3532526936415,1285.694996569611,1245.0600026439743,1939.451975360177
2019-02-14,2,1151.986531623382,572.9256122516357,1272.4328419005983,1269.3532526936415,1285.694996569611,2016.5902602657811
2019-02-15,2,1279.8716372777326,537.2296234073541,1151.986531623382,1272.4328419005983,1269.3532526936415,1894.5986256007504
2019-02-16,2,1167.9497098859651,512.5804729088376,1279.8716372777326,1151.986531623382,1272.4328419005983,1984.298191592014
2019-02-17,2,0.0,0.0,1167.9497098859651,1279.8716372777326,1151.986531623382,1409.2581257501738
2019-02-18,2,1262.3446477288094,518.6569600003836,0.0,1167.9497098859651,1279.8716372777326,1590.612344006969
2019-02-19,2,1253.4846650363397,545.6847348200116,1262.3446477288094,0.0,1167.9497098859651,1601.9690055744136
2019-02-20,2,1440.760755964154,547.8711291500586,1253.4846650363397,1262.3446477288094,0.0,1795.1398450857253
2019-02-21,2,1156.9339665077348,0.0,1440.760755964154,1253.4846650363397,1262.3446477288094,1717.7607678186046
2019-02-22,2,1314.3138093784903,509.16670121050385,1156.9339665077348,1440.760755964154,1253.4846650363397,1982.7404320607213
2019-02-23,2,1548.2715140363566,0.0,1314.3138093784903,1156.9339665077348,1440.760755964154,1794.4692017375419
2019-02-24,2,1355.2840748519777,0.0,1548.2715140363566,1314.3138093784903,1156.9339665077348,1722.2074789001797
2019-02-25,2,1443.8778684935867,0.0,1355.2840748519777,1548.2715140363566,1314.3138093784903,1725.0266320724904
2019-02-26,2,1315.3691894459473,0.0,1443.8778684935867,1355.2840748519777,1548.2715140363566,1744.6321208703964
2019-02-27,2,1204.4486009867546,556.7992069329067,1315.3691894459473,1443.8778684935867,1355.2840748519777,2043.19463870945
2019-02-28,2,1179.581786170207,516.5845954884833,1204.4486009867546,1315.3691894459473,1443.8778684935867,2022.53934676335
2017-03-01,3,1363.4927758826277,590.4459245816145,1179.581786170207,1204.4486009867546,1315.3691894459473,1920.181802025872
2017-03-02,3,1574.837495459312,575.6004639480052,1363.4927758826277,1179.581786170207,1204.4486009867546,2004.6603789437513
2017-03-03,3,1392.5152949351034,542.8802934097074,1574.837495459312,1363.4927758826277,1179.581786170207,2003.221684900414
2017-03-04,3,1340.8925860744555,554.2670238871483,1392.5152949351034,1574.837495459312,1363.4927758826277,1967.7833986081278
2017-03-05,3,1413.572504727471,564.9450844665108,1340.8925860744555,1392.5152949351034,1574.837495459312,2041.7606957099754
2017-03-06,3,1322.2193791245438,617.8430904884868,1413.572504727471,1340.8925860744555,1392.5152949351034,2007.7448631984032
2017-03-07,3,1322.6799657057913,583.0887154726323,1322.2193791245438,1413.572504727471,1340.8925860744555,1951.761327723745
2017-03-08,3,1352.945903590478,541.354473604852,1322.6799657057913,1322.2193791245438,1413.572504727471,1912.0949071135774
2017-03-09,3,1368.9676349376782,530.4854705195082,1352.945903590478,1322.6799657057913,1322.2193791245438,1928.7771763554633
2017-03-10,3,1136.0012440149646,564.157767800448,1368.9676349376782,1352.945903590478,1322.6799657057913,1912.6484512993745
2017-03-11,3,1246.753643641507,523.2660570418664,1136.0012440149646,1368.9676349376782,1352.945903590478,1930.7415421102644
2017-03-12,3,1510.330635539394,580.2684745448336,1246.753643641507,1136.0012440149646,1368.9676349376782,1930.0786024459217
2017-03-13,3,1389.4297614514112,529.6465978434524,1510.330635539394,1246.753643641507,1136.0012440149646,1911.4862902422478
2017-03-14,3,1386.6617858355473,549.2040948829806,1389.4297614514112,1510.330635539394,1246.753643641507,1982.4975274259496
2017-03-15,3,1420.9137104539914,566.8788249784609,1386.6617858355473,1389.4297614514112,1510.330635539394,1955.7704409514042
2017-03-16,3,1498.6067188263908,510.5089872467316,1420.9137104539914,1386.6617858355473,1389.4297614514112,1985.2530532728958
2017-03-17,3,1412.3205472856248,533.8431044781684,1498.6067188263908,1420.9137104539914,1386.6617858355473,1995.6679826896275
2017-03-18,3,1367.422902486253,596.9911695579536,1412.3205472856248,1498.6067188263908,1420.9137104539914,1993.7182966663615
2017-03-19,3,1516.8428309032277,606.3817593701966,1367.422902486253,1412.3205472856248,1498.6067188263908,1996.738846046133
2017-03-20,3,1460.1656516331127,510.89915903185835,1516.8428309032277,1367.422902486253,1412.3205472856248,1980.6246537915047
2017-03-21,3,1472.4315245320315,570.3638621431614,1460.1656516331127,1516.8428309032277,1367.422902486253,1911.0253531710607
2017-03-22,3,1341.5855928994847,566.6527058227415,1472.4315245320315,1460.1656516331127,1516.8428309032277,1943.9723017020667
2017-03-23,3,1357.0167016096038,554.6940754453927,1341.5855928994847,1472.4315245320315,1460.1656516331127,2037.7706090964484
2017-03-24,3,1421.9327173760169,511.13891613545724,1357.0167016096038,1341.5855928994847,1472.4315245320315,1985.2542384722553
2017-03-25,3,1365.42014107765,529.5016407022142,1421.9327173760169,1357.0167016096038,1341.5855928994847,1975.1591003943736
2017-03-26,3,1378.0525403269246,610.2879537578622,1365.42014107765,1421.9327173760169,1357.0167016096038,1950.7809377336093
2017-03-27,3,1370.4936266962209,552.1996270307848,1378.0525403269246,1365.42014107765,1421.9327173760169,1978.2664073904468
2017-03-28,3,1504.710413255308,578.4808125397122,1370.4936266962209,1378.0525403269246,1365.42014107765,2072.5636569594944
2017-03-29,3,1295.1569350507114,574.6467812264079,1504.710413255308,1370.4936266962209,1378.0525403269246,1902.2526582499422
2017-03-30,3,1313.668516387787,554.4947102398728,1295.1569350507114,1504.710413255308,1370.4936266962209,1945.201678385359
